Journal Title,Publisher,ISSN,ISSN Online,Year Inception,Web Address,Field of Research,ABDC Rating 
"The Journal of Law, Economics & Policy",,1553-4367	,	,2005	,http://jlep.net/home/?page_id=4,180105	,B 
The Journal of Pacific Studies,University of South Pacific,1011-3029	,	,1978	,http://www.usp.ac.fj/index.php?id=3015,1499	,C 
The Journal of Portfolio Management,Institutional Investor Journals Group,0095-4918	,	,1975	,http://www.abe.pl/en/journal/5012/journal-of-portfolio-management,1502	,A 
The Journal of Prediction Markets,University of Buckingham Press,1750-676X	,	,2007	,http://ubplj.org/index.php/jpm/index,1402	,B 
The Journal of Private Equity,Institutional Investor Journals Group,1096-5572	,	,1997	,http://www.ebscohost.com/,1502	,C 
The Journal of Risk Finance,Emerald Group Publishing,1526-5943	,	,2000	,http://www.emeraldinsight.com/,1502	,C 
The Journal of Risk Model Validation,Risk Waters Group.,1753-9579	,1753-9587	,	,http://www.risk.net/type/journal/source/journal-of-risk-model-validation,1502	,C 
The Journal of Structured Finance,Instutional Investor Journals Group,1551-9783	,1551-9783	,1995	,http://www.iijournals.com/toc/jsf/current,1502	,C 
The Journal of Theoretical Accounting Research,"Iona College, Hagan School of Business",1556-5106	,	,2005	,http://jtar.org/,1501	,C 
The Journal of Trading,Institutional Investor Journals Group,1559-3967	,	,2006	,http://www.iijournals.com/JOT/,1502	,C 
The Journal of Wealth Management,"Institutional Investor, Inc.",1534-7524	,	,1998	,http://www.abe.pl/en/journal/18199/journal-of-wealth-management,1502	,B 
The Leadership Quarterly,Elsevier,1048-9843	,1873-3409	,1990	,http://www.journals.elsevier.com/the-leadership-quarterly/,1503	,A* 
The Learning Organization: the international journal of knowledge and organizational learning management,Emerald Group Publishing,0969-6474	,1758-7905	,1994	,http://www.emeraldinsight.com/,1503	,C 
The Marketing Review,Westburn Publishers Ltd,1469-347X	,1472-1384	,2000	,http://www.ingentaconnect.com/content/westburn/tmr,1505	,C 
The Milbank Quarterly,"John Wiley & Sons, Inc.",0887-378X	,1468-0009	,1923	,http://www.wiley.com/bw/journal.asp?ref=0887-378x,1503	,B 
The Modern Law Review,"John Wiley & Sons, Inc.",0026-7961	,1468-2230	,1937	,http://www.wiley.com/bw/journal.asp?ref=0026-7961,180105	,A* 
The North American Journal of Economics and Finance,Elsevier ,1062-9408	,1879-0860	,1988	,http://www.journals.elsevier.com/the-north-american-journal-of-economics-and-finance/,1402	,B 
The Pacific Review,Taylor & Francis Online,0951-2748	,1470-1332	,	,http://www.tandfonline.com/toc/rpre20/current,1503	,A 
The Quarterly Journal of Austrian Economics,Springer International Publishing,1098-3708	,1936-4806	,1987	,http://www.springerlink.com/,1402	,C 
The Quarterly Journal of Economics,MIT Press,0033-5533	,1531-4650	,1886	,http://www.mitpressjournals.org/loi/qjec,1402	,A* 
The Review of Austrian Economics,Springer International Publishing,0889-3047	,1573-7128	,1986	,http://www.springerlink.com/,1402	,C 
The Review of Black Political Economy,Springer International Publishing,0034-6446	,1936-4814	,1970	,http://www.springer.com/economics/policy/journal/12114,1402	,C 
The Review of Economic Studies,Oxford University Press ,0034-6527	,1467-937X	,1933	,http://restud.oxfordjournals.org/,1402	,A* 
The Review of Economics and Statistics,The MIT Press,0034-6535	,1530-9142	,1917	,http://www.mitpressjournals.org/loi/rest,1402	,A* 
The Review of Financial Studies,Oxford University Press ,0893-9454	,1465-7368	,1988	,http://rfs.oxfordjournals.org/,1502	,A* 
The Review of Network Economics,De Gruyter,1446-9022	,	,2002	,http://www.degruyter.com/view/j/rne,1402	,B 
The Rutgers Business Law Journal,Rutgers University ,1937-0563	,1937-0571	,2006	,http://heinonline.org/HOL/LandingPage?handle=hein.journals/rutgblaj5&div=3&id=&page=,180125	,C 
The Social Science Journal,Elsevier ,0362-3319	,1873-5355	,1963	,http://www.journals.elsevier.com/the-social-science-journal,1503	,C 
The Sociological Review,"John Wiley & Sons, Inc.",0038-0261	,1467-954X	,1908	,http://www.wiley.com/,1503	,A 
The State and Local Tax Lawyer,American Bar Association,1093-6785	,	,1996	,http://www.americanbar.org/,180125	,C 
The Sydney Law Review,Sydney Law School,0082-0512	,	,1953	,https://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=0082-0512,180105	,A 
The Tax Lawyer,American Bar Association,0040-005X	,	,1947	,https://www.jstor.org/journal/taxlawyer,180125	,B 
The TQM Journal,Emerald Group Publishing,1754-2731	,1754-274X	,1998	,http://www.emeraldinsight.com/journal/tqm,1503	,B 
The UNE Law Journal,University of New England,1449-2199	,	,2004	,http://trove.nla.gov.au/work/28875395?selectedversion=NBD24953842,180125	,C 
The World Bank Economic Review,Oxford University Press ,0258-6770	,1564-698X	,1986	,http://wber.oxfordjournals.org/,1402	,A 
The World Economy,"John Wiley & Sons, Inc.",0378-5920	,1467-9701	,1968	,http://www.wiley.com/bw/journal.asp?ref=0378-5920,1402	,A 
The Yale Law Journal,"The Yale Law Journal Company, Inc.",0044-0094	,1939-8611	,1891	,http://www.yalelawjournal.org/about-the-yale-law-journal,180105	,A* 
Theoretical and Applied Economics,General Association of Economists from Romania,1841-8678	,1844-0029	,1994	,http://www.ectap.ro/,1401	,C 
Theoretical Economics,The Econometric Society,1933-6837	,1555-7561	,2006	,http://econtheory.org/,1401	,A* 
Theoretical Economics Letters,Scientific Research Publishing Inc. ,2162-2078	,2162-2086	,2011	,http://scirp.org/journal/tel/,1401	,B 
Theory and Decision: an international journal for multidisciplinary advances in decision sciences,Springer International Publishing,0040-5833	,1573-7187	,1970	,http://www.springerlink.com/,1401	,A 
Theory of Probability and its Applications,SIAM Publications Online ,0040-585X	,1095-7219	,1956	,http://epubs.siam.org/,104	,A 
"Theory, Culture and Society: explorations in critical social science",Sage Publications,0263-2764	,1460-3616	,1982	,http://tcs.sagepub.com/,1503	,A 
The American Journal of Health Economics ,MIT Press,2332-3493	,	,2015	,http://www.mitpressjournals.org/loi/ajhe ,1402	,A 
Third Sector Review,Australia and New Zealand Third Sector Research Inc. (ANZTSR),1323-9163	,1839-5937	,1995	,http://anztsr.org.au/third-sector-review.html,1503	,B 
Third World Quarterly,Taylor & Francis Online,0413-6597	,1360-2241	,	,http://www.tandfonline.com/toc/ctwq20/current,1503	,A 
Thunderbird International Business Review,"John Wiley & Sons, Inc.",1096-4762	,1520-6874	,1959	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-TIE.html,1503	,B 
Tijdschrift voor Economische en Sociale Geografie,"John Wiley & Sons, Inc.",0040-747X	,1467-9663	,1910	,http://www.wiley.com/bw/journal.asp?ref=0040-747x,1402	,B 
Time and Society,Sage Publications,0961-463X	,1461-7463	,1992	,http://tas.sagepub.com/,1503	,B 
Tort Law Review,Thomson Reuters,1039-3285	,	,1993	,http://sites.thomsonreuters.com.au/journals/category/tort-law-review/,180105	,A 
Torts Law Journal,LexisNexis,1038-5967	,	,1993	,http://www.lexisnexis.com.au/en-au/products/torts-law-journal.page,180105	,A* 
Total Quality Management and Business Excellence,Taylor & Francis Online,1478-3363	,1478-3371	,1996	,http://www.tandfonline.com/ctqm,1503	,C 
Tourism,Institute for Tourism,1332-7461	,	,2000	,http://www.iztzg.hr,1506	,C 
Tourism Analysis,Cognizant Communication Corporation,1083-5423	,1943-3999	,1996	,https://www.cognizantcommunication.com/journal-titles/tourism-analysis,1506	,A 
Tourism and Hospitality Research (formerly International Journal of Tourism and Hospitality Research: The Surrey Quarterly Review),Sage Publications,1467-3584	,1742-9692	,1999	,http://thr.sagepub.com/,1506	,B 
Tourism Economics,Sage Publishing,1354-8166	,	,1995	,https://au.sagepub.com/en-gb/oce/tourism-economics/journal202562,1506	,A 
Tourism Geographies,Taylor & Francis Online,1461-6688	,1470-1340	,1999	,http://www.tandfonline.com/rtxg,1506	,A 
Tourism in Marine Environments,Cognizant Communication Corporation,1544-273X	,	,2004	,https://www.cognizantcommunication.com/journal-titles/tourism-in-marine-environments,1506	,C 
Tourism Management,Elsevier ,0261-5177	,1879-3193	,1980	,http://www.journals.elsevier.com/tourism-management,1506	,A* 
Tourism Management Perspectives,Elsevier,2211-9736	,	,2011	,http://www.journals.elsevier.com/tourism-management-perspectives/editorial-board/chris-ryan,1506	,B 
Tourism Planning & Development (Formerly Tourism and Hospitality Planning and Development) ,Taylor & Francis Online,2156-8316	,2156-8324	,2004	,http://www.tandfonline.com/rthp,1506	,B 
Tourism Recreation Research,Taylor & Francis Online,0250-8281	,2320-0308	,1976	,http://www.tandfonline.com/rtrr,1506	,A 
Tourism Research Journal,Mahatma Gandhi University,0972-7191	,	,	,http://www.tourismresearch.info/default.htm,1506	,C 
Tourism Review,Emerald Group Publishing,1660-5373	,1759-8451	,1946	,http://www.emeraldinsight.com/loi/tr,1506	,B 
Tourism Review International: an international journal,Cognizant Communication Corporation,1544-2721	,	,1997	,https://www.cognizantcommunication.com/journal-titles/tourism-review-international,1506	,C 
"Tourism, Culture and Communication",Cognizant Communication Corporation,1098-304X	,1943-4146	,1998	,https://www.cognizantcommunication.com/journal-titles/tourism-culture-a-communication,1506	,C 
Tourismus Journal,Katholische Universität Eichstätt Ingolstadt ,1433-5948	,	,1997	,http://edoc.ku-eichstaett.de/view/journal/Tourismus-Journal.html,1506	,C 
Tourist Studies: an international journal,Sage Publications,1468-7976	,1741-3206	,2001	,http://tou.sagepub.com/,1506	,B 
Training and Management Development Methods,Emerald Group Publishing,0951-3507	,0951-3507	,1987	,http://www.emeraldinsight.com/,1503	,C 
Transfer: European review of labour and research,Sage Publications,1024-2589	,1996-7284	,1995	,http://www.uk.sagepub.com/,1503	,C 
Transformations in Business and Economics,Vilnius University,1648-4460	,	,	,,1402	,C 
"Transforming Government: People, Process and Policy",Emerald Group Publishing Limited,1750-6166	,1750-6174	,	,http://www.emeraldinsight.com/loi/tg,806	,B 
Transition Studies Review,Springer International Publishing,1614-4007	,1614-4015	,2003	,http://www.springerlink.com/,1402	,C 
Transnational Corporations,United Nations Conference on Trade and Development,1014-9562	,1014-9562	,1976	,http://www.unctad.org/,1503	,B 
Transport Engineering in Australia,Engineers Australia,1324-1591	,	,1995	,http://search.informit.com.au/browseJournalTitle;res=IELENG;issn=1324-1591,1507	,C 
Transport Policy,Elsevier ,0967-070X	,1879-310X	,1993	,http://www.journals.elsevier.com/transport-policy,1507	,B 
Transport Reviews,Taylor & Francis Online,0144-1647	,1464-5327	,1981	,http://www.tandfonline.com/ttrv,1507	,A 
Transportation,Springer International Publishing,0049-4488	,1572-9435	,1972	,http://www.springerlink.com/,1507	,A 
Transportation Journal,The Pennsylvania State University Press,0041-1612	,2157-328X	,	,http://www.psupress.org/journals/jnls_transportation_journal.html,1507	,B 
Transportation Law Journal,University of Denver College of Law ,0049-450X	,	,1969	,http://www.heinonline.org/,1507	,C 
Transportation Letters,Taylor & Francis Online,1942-7867	,1942-7875	,	,http://www.tandfonline.com/ytrl,1507	,B 
Transportation Planning and Technology,Taylor & Francis Online,0308-1060	,1029-0354	,1972	,http://www.tandfonline.com/toc/GTPT20/current,1507	,B 
Transportation Research Part A: Policy and Practice,Elsevier ,0965-8564	,1879-2375	,1967	,http://www.journals.elsevier.com/transportation-research-part-a-policy-and-practice/,1507	,A* 
Transportation Research Part B: Methodological,Elsevier ,0191-2615	,1879-2367	,1979	,http://www.journals.elsevier.com/transportation-research-part-b-methodological,1507	,A* 
Transportation Research Part C: Emerging Technologies,Elsevier ,0968-090X	,1879-2359	,1993	,http://www.journals.elsevier.com/transportation-research-part-c-emerging-technologies/,1507	,A 
Transportation Research Part D: Transport and Environment,Elsevier ,1361-9209	,1879-2340	,1996	,http://www.journals.elsevier.com/transportation-research-part-d-transport-and-environment,1507	,A 
Transportation Research Part E: Logistics and Transportation Review,Elsevier ,1366-5545	,1878-5794	,1965	,http://www.journals.elsevier.com/transportation-research-part-e-logistics-and-transportation-review,1507	,A* 
Transportation Research Part F: Traffic Psychology and Behaviour,Elsevier ,1369-8478	,1873-5517	,	,,1507	,A 
Transportation Research Record,National Academy of Sciences,0361-1981	,	,1974	,http://www.trb.org/Main/Blurbs/154702.aspx,1507	,B 
Transportation Science,The Institute for Operations Research and the Management Sciences (INFORMS),0041-1655	,1526-5447	,1967	,http://pubsonline.informs.org/journal/trsc,1507	,A 
Transportmetrica A: Transport Science (formerly Transportmetrica),,2324-9935	,2324-9943	,2005	,http://www.tandfonline.com/toc/ttra21/current,1507	,B 
Transportmetrica B,Taylor & Francis,2168-0566	,	,2013	,http://www.tandfonline.com/loi/ttrb20,1507	,B 
Travel and Tourism Analyst,Economist Publications,0269-3755	,	,1987	,http://www.abe.pl/en/journal/7623/travel-tourism-analyst,1506	,C 
Travel Behaviour and Society,Elsevier,2214-367X 	,	,2014	,http://www.sciencedirect.com/science/journal/2214367X,1506	,B 
Tulane Maritime Law Journal,Tulane University Law School ,1048-3748	,	,1975	,http://www.tulanemaritimejournal.org,180105	,A 
UCLA Pacific Basin Law Journal,University of California Press,0884-0768	,	,1982	,http://www.heinonline.org/,180105	,B 
Universal Access in the Information Society,Springer International Publishing,1615-5289	,1615-5297	,2001	,http://www.springerlink.com/,806	,C 
University of Auckland Business Review,University of Auckland,1174-9946	,1174-9946	,1999	,http://www.uabr.auckland.ac.nz/,1503	,C 
University of British Columbia Law Review,University of British Columbia,0068-1849	,	,1949	,http://www.heinonline.org/,180105	,B 
University of Chicago Law Review,The University of Chicago Press,0041-9494	,1939-859X	,1933	,http://www.heinonline.org/,180105	,A* 
University of Miami Business Law Review,University of Miami ,1047-2819	,	,1990	,http://business-law-review.law.miami.edu/about/aboutumblr/,180125	,C 
University of New South Wales Law Journal,University of New South Wales,0313-0096	,	,1975	,http://www.unswlawjournal.unsw.edu.au/,180105	,A 
University of Pennsylvania Journal of Business and Employment Law,University of Pennsylvania Law School,1940-8064	,	,1998	,http://heinonline.org/,180125	,C 
University of Queensland Law Journal,University of Queensland Press,0083-4041	,	,1948	,http://www.heinonline.org/,180105	,B 
University of San Francisco Maritime Law Journal,University of San Francisco,1061-3331	,	,1989	,http://www.heinonline.org/,180105	,B 
University of Tasmania Law Review,University of Tasmania,0082-2108	,	,1958	,http://www.heinonline.org/,180105	,B 
University of Toronto Law Journal,University of Toronto Press,0042-0220	,1710-1174	,1935	,https://www.utpjournals.com/University-of-Toronto-Law-Journal.html,180105	,A 
University of Western Australia Law Review,The University of Western Australia ,0042-0328	,	,1948	,http://www.law.uwa.edu.au/uwalr,180105	,B 
University of Western Sydney Law Review,University of Western Sydney,1446-9294	,	,1997	,http://search.informit.com.au/,180125	,C 
UNLV Gaming Research and Review Journal,University of Nevada,1535-7589	,	,1994	,https://www.unlv.edu/hotel/gaming-research-review-journal,1504	,B 
Urban Affairs Review,Sage Publications,1078-0874	,1552-8332	,1965	,http://uar.sagepub.com/,1503	,B 
Urban Studies: an international journal for research in urban studies,Sage Publications,0042-0980	,1360-063X	,1964	,http://usj.sagepub.com/,1503	,A* 
US Bureau of Labor Statistics: Monthly Labor Review,US Bureau of Labor Statistics,0098-1818	,1937-4658	,1915	,http://www.heinonline.org/,1599	,B 
Value in Health,Elsevier ,1098-3015	,1524-4733	,1998	,http://www.journals.elsevier.com/value-in-health/,1499	,B 
Vanderbilt Journal of Transnational Law,Vanderbilt University,0090-2594	,	,1967	,http://www.heinonline.org/,180105	,B 
Variance: advancing the science of risk,Casualty Actuarial Society,1940-6444	,1940-6452	,2007	,http://www.variancejournal.org/,1503	,C 
Venture Capital: an international journal of entrepreneurial finance,Taylor & Francis Online,1369-1066	,1464-5343	,1999	,http://www.tandfonline.com/tvec,1502	,B 
